,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm
4309,Tata Zest Quadrajet 1.3 XMS,2015,450000,57000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,200.0,1750.0
4310,Maruti Wagon R VXI BS IV,2010,210000,43000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0
4311,Maruti Swift Dzire VXI,2014,470000,60000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0
4312,Hyundai i20 Asta 1.4 CRDi,2015,550000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0
4313,Maruti A-Star Vxi,2011,204999,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,90.0,3500.0
4314,Honda City i VTEC CVT VX,2015,950000,30000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5,145.0,4600.0
4315,Hyundai i20 Asta Option 1.4 CRDi,2015,550000,160000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,1500.0
4316,Volkswagen Polo Diesel Trendline 1.2L,2013,280000,90000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5,180.0,2000.0
4317,Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5,200.0,1750.0
4318,Honda City 2017-2020 EXi,2007,220000,70000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5,124.54445499999999,2700.0
4319,Mahindra Xylo D4,2014,320000,120000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,218.0,1400.0
4320,Hyundai EON Era Plus,2013,225000,75000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0
4321,Honda City 1.5 V MT,2010,380000,85000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5,146.0,4800.0
4322,Maruti Swift Dzire VDi,2012,380000,70000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0
4323,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5,250.0,1500.0
4324,Ford Endeavour 2.5L 4X2 MT,2014,620000,40000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7,330.0,1800.0
4325,Hyundai Verna SX CRDi AT,2012,500000,90000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.32,5,259.8,1900.0
4326,Mahindra TUV 300 T8 AMT,2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7,230.0,1500.0
4327,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,550000,138000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,1750.0
4328,Maruti Swift VDI Optional,2016,600000,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4329,Volkswagen Ameo 1.0 MPI Comfortline,2019,550000,30000,Petrol,Individual,Manual,Second Owner,19.44,999,75.0,5,95.0,3000.0
4330,Hyundai Verna 1.6 CRDI,2013,475000,125000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.3,5,259.9,1900.0
4331,Honda City i DTEC S,2015,615000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,200.0,1750.0
4332,Maruti Swift Dzire LDI,2013,385000,180000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0
4333,Tata Zest Revotron 1.2T XMS,2015,500000,20000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0
4334,Renault Duster 85PS Diesel RxL Option,2012,450000,80000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0
4335,Toyota Innova 2.5 Z Diesel 7 Seater,2014,969999,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,1400.0
4336,Hyundai Verna 1.6 SX CRDi (O),2013,580000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,1900.0
4337,Toyota Platinum Etios 1.4 GXD,2017,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,170.0,1800.0
4338,Honda WR-V i-VTEC S,2018,780000,30000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,110.0,4800.0
4339,Ford Fiesta 1.5 TDCi Titanium,2014,500000,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,204.0,2000.0
4340,Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000,140000,Diesel,Individual,Manual,Second Owner,20.0,1968,108.5,5,250.0,1500.0
4341,Maruti Alto K10 VXI,2017,335000,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0
4342,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956,83.8,9,250.0,1000.0
4343,Hyundai EON Magna Plus,2017,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4344,Mercedes-Benz E-Class E350 Petrol,2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498,272.0,5,355.0,4500.0
4345,Hyundai Creta 1.6 CRDi SX,2018,1237000,46000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0
4346,Maruti Swift ZXI Plus,2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0
4347,Maruti Alto 800 VXI,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
4348,Maruti Ertiga SHVS VDI,2016,790000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0
4349,Maruti Swift VDI Optional,2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4350,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0
4351,Renault Pulse RxZ,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5,160.0,2000.0
4352,Maruti Swift Dzire ZDI,2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
4353,Hyundai Verna 1.6 CRDI,2012,409999,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,259.9,1900.0
4354,Toyota Etios GD,2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,170.0,1800.0
4355,Ford Figo Diesel EXI Option,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399,68.0,5,160.0,2000.0
4356,Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,59.820564999999995,3000.0
4357,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0
4358,Renault Lodgy 85PS RxE 7 Seater,2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7,200.0,1900.0
4359,Maruti Ertiga VDI,2012,560000,200000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0
4360,Maruti Ciaz Zeta Diesel,2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0
4361,Maruti Swift VXI,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,114.0,4000.0
4362,BMW 5 Series 530d,2013,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2,2993,235.0,5,500.13915,1750.0
4363,Maruti Swift VXi BSIV,2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197,85.0,5,113.0,4500.0
4364,Maruti Alto K10 LXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0
4365,Maruti Alto LXi,2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
4366,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,5,400.0,1400.0
4367,Nissan Micra XV,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,5,104.0,4000.0
4368,Maruti 800 AC,2000,65000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0
4369,Hyundai Santro Xing XG,2004,85000,80000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4370,Honda WR-V i-DTEC VX,2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,200.0,1750.0
4371,Maruti Swift VDI Deca,2016,210000,210000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4372,Mahindra TUV 300 T6 Plus,2017,700000,54188,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
4373,Skoda Rapid 1.6 TDI Elegance,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,250.0,1500.0
4374,Chevrolet Beat LT,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,108.0,4400.0
4375,Hyundai EON D Lite Plus,2014,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4376,Datsun GO T BSIV,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0
4377,Renault KWID Climber 1.0 MT,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0
4378,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,54000,144000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5,57.0,2500.0
4379,Hyundai Grand i10 AT Sportz,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0
4380,Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,5,259.8,1900.0
4381,Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,135.0,2500.0
4382,Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0
4383,Volkswagen Polo GT TSI,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,5,175.0,1500.0
4384,Volkswagen Ameo 1.2 MPI Highline,2016,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,110.0,3750.0
4385,Hyundai i10 Sportz 1.2 AT,2010,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,111.8,4000.0
4386,Honda City S,2012,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4,5,146.0,4800.0
4387,Hyundai i10 Magna,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0
4388,Volkswagen Polo Petrol Highline 1.2L,2013,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,5,110.0,3750.0
4389,Nissan Micra XL Optional,2015,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0,5,104.0,4000.0
4390,Honda Jazz Basic,2011,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8,5,110.0,4800.0
4391,Hyundai i10 Sportz AT,2011,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,111.8,4000.0
4392,Maruti Swift VXI,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0
4393,Maruti Swift LXI,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0
4394,Tata Tigor 1.2 Revotron XZ,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0
4395,Maruti Alto K10 VXI,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0
4396,Hyundai Verna 1.6 VTVT,2013,400000,70000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,154.9,4200.0
4397,Hyundai Grand i10 CRDi Asta,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,1500.0
4398,Hyundai Elite i20 Petrol Sportz,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,114.73,4000.0
4399,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,1700.0
4400,Tata Indigo CR4,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,1800.0
4401,Tata Indica V2 eLS,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5,140.0,1800.0
4402,Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,159.848395,2000.0
4403,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,5,160.0,2000.0
4404,Hyundai i20 Sportz Option 1.2,2014,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0
4405,Hyundai i10 Era,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0
4406,Honda City i-VTEC VX,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,145.0,4600.0
4407,Honda Mobilio V i DTEC,2014,600000,40000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,7,200.0,1750.0
4408,Mahindra TUV 300 T8,2017,700000,40000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
4409,Chevrolet Beat LS,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,108.0,4400.0
4410,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86,5,113.75,4000.0
4411,Toyota Fortuner 2.8 4WD AT BSIV,2017,3100000,70000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,450.0,1600.0
4412,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1500000,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8,343.0,1400.0
4413,BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,First Owner,16.09,1995,184.0,5,380.0,1750.0
4414,Mahindra XUV500 W8 4WD,2014,800000,136000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
4415,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2100000,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,300.0,1600.0
4416,Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,159.848395,2000.0
4417,Renault Duster 110PS Diesel RxZ,2012,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,248.0,2250.0
4418,Maruti Alto LXi,2009,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
4419,Honda City 1.5 S MT,2011,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0
4420,Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,1600.0
4421,Maruti Swift Dzire ZDI,2014,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0
4422,Maruti Swift Dzire VDI,2014,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0
4423,Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,132.389775,2500.0
4424,Maruti Swift VDI Optional,2015,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4425,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0
4426,Maruti Alto LXi BSIII,2008,100000,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
4427,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0
4428,Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0
4429,Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,1900.0
4430,Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,209.0,2000.0
4431,Maruti Swift VDI BSIV,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4432,Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0
4433,Maruti Swift ZXI Plus,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0
4434,Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0
4435,Honda City Corporate Edition,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,146.0,4800.0
4436,Mahindra Bolero Power Plus ZLX,2018,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1400.0
4437,Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,5,160.0,2000.0
4438,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0
4439,Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,109.0,4500.0
4440,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
4441,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0
4442,Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,200.0,1750.0
4443,Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,200.0,1750.0
4444,Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0
4445,Toyota Etios GD SP,2012,390000,140000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4446,Toyota Etios GD SP,2012,434999,135000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4447,Maruti Swift VDI BSIV,2010,350000,166000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
4448,Ford Freestyle Trend Diesel BSIV,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,215.0,1750.0
4449,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,5,400.0,1400.0
4450,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170.0,5,411.8793,2000.0
4451,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,300.0,1500.0
4452,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,200.0,2000.0
4453,Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0
4454,Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,1500.0
4455,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0
4456,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5,110.0,3000.0
4457,Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0
4458,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,135.0,2500.0
4459,Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70.0,5,121.60246,2600.0
4460,Hyundai EON Magna Plus Option,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
4461,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0
4462,Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,5,113.0,4200.0
4463,Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,5,205.0,1750.0
4464,Honda Brio S MT,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,109.0,4500.0
4465,Honda City i-VTEC V,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,145.0,4600.0
4466,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1400.0
4467,Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,90.0,3500.0
4468,Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,1600.0
4469,Hyundai EON Magna Plus,2013,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0
4470,Maruti Swift VXI Optional,2016,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0
4471,Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0
4472,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,90.0,3500.0
4473,Hyundai EON 1.0 Era Plus,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,94.14,3500.0
4474,Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,5,146.0,3400.0
4475,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0
4476,Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5,190.24,1750.0
4477,Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0
4478,Ford Aspire Titanium BSIV,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5,120.0,4250.0
4479,Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0
4480,Maruti Wagon R VXI BS IV,2014,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0
4481,Renault KWID RXT Optional,2016,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0
4482,Nissan Terrano XL 110 PS,2014,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,248.0,2250.0
4483,Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0
4484,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0
4485,Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,1750.0
4486,Maruti Swift VDI BSIV,2015,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
4487,Hyundai Verna 1.6 SX,2014,650000,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,259.8,1900.0
4488,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,5,96.0,2500.0
4489,Maruti Swift Dzire ZDi,2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0
4490,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,200.05565999999996,1400.0
4491,Volkswagen Vento Petrol Trendline,2011,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,5,153.0,3800.0
4492,Hyundai Grand i10 Magna,2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5,114.0,4000.0
